Order_ID,Order_Date,Region,Category,Product,Sales,Quantity,Discount,Profit,Customer_Type,Payment_Mode
ORD0559,2026-07-13,West,Office Supplies,Monitor,3324.67,8,0.21,982.82,Corporate,Credit Card
ORD0560,2026-07-14,South,Office Supplies,Notebook,2818.07,3,0.1,1181.5,Small Business,Credit Card
ORD0561,2026-07-15,West,Office Supplies,Notebook,498.91,6,0.24,928.67,Consumer,Credit Card
ORD0562,2026-07-16,East,Clothing,Desk,2660.01,9,0.02,681.8,Small Business,Credit Card
ORD0563,2026-07-17,East,Clothing,Desk,4070.74,1,0.05,340.99,Small Business,UPI
ORD0564,2026-07-18,East,Furniture,Laptop,2404.35,1,0.1,607.97,Consumer,Credit Card
ORD0565,2026-07-19,West,Office Supplies,Phone,449.39,8,0.02,-46.61,Corporate,Credit Card
ORD0566,2026-07-20,South,Office Supplies,Monitor,3974.14,3,0.07,868.27,Consumer,UPI
ORD0567,2026-07-21,South,Technology,Monitor,1166.55,5,0.25,479.74,Small Business,UPI
ORD0568,2026-07-22,West,Clothing,Phone,1441.38,1,0.28,-73.97,Corporate,Cash
ORD0569,2026-07-23,East,Office Supplies,Desk,990.59,5,0.09,-18.74,Small Business,Debit Card
ORD0570,2026-07-24,East,Furniture,Laptop,1785.03,6,0.08,403.71,Small Business,Credit Card
ORD0571,2026-07-25,South,Furniture,Phone,3832.41,8,0.08,658.45,Consumer,Credit Card
ORD0572,2026-07-26,East,Clothing,Laptop,2693.05,3,0.08,503.47,Consumer,Credit Card
ORD0573,2026-07-27,North,Furniture,Laptop,1183.43,3,0.01,704.97,Corporate,Cash
ORD0574,2026-07-28,South,Furniture,Laptop,4413.58,9,0.28,524.38,Corporate,Credit Card
ORD0575,2026-07-29,East,Clothing,Printer,4421.99,4,0.06,760.21,Corporate,Debit Card
ORD0576,2026-07-30,South,Office Supplies,Notebook,4378.78,4,0.13,184.86,Small Business,UPI
ORD0577,2026-07-31,North,Office Supplies,Laptop,1346.22,7,0.0,46.7,Consumer,Cash
ORD0578,2026-08-01,South,Furniture,Printer,2365.95,2,0.26,675.36,Consumer,UPI
ORD0579,2026-08-02,South,Furniture,Desk,4927.95,8,0.22,530.1,Consumer,Credit Card
ORD0580,2026-08-03,South,Office Supplies,Phone,3905.66,6,0.28,-65.07,Corporate,Credit Card
ORD0581,2026-08-04,South,Clothing,Notebook,330.4,3,0.23,394.63,Consumer,Credit Card
ORD0582,2026-08-05,North,Furniture,Headphones,512.98,9,0.09,37.96,Consumer,Debit Card
ORD0583,2026-08-06,West,Technology,Phone,2426.87,5,0.07,590.76,Consumer,Debit Card
ORD0584,2026-08-07,South,Clothing,Notebook,4564.26,8,0.21,414.51,Corporate,Cash
ORD0585,2026-08-08,South,Furniture,Headphones,2785.77,7,0.11,697.1,Consumer,UPI
ORD0586,2026-08-09,East,Furniture,Phone,2589.5,8,0.17,947.28,Corporate,Credit Card
ORD0587,2026-08-10,South,Technology,Notebook,706.27,7,0.0,289.57,Consumer,Credit Card
ORD0588,2026-08-11,East,Technology,Phone,3352.54,3,0.02,1150.73,Consumer,Credit Card
ORD0589,2026-08-12,West,Office Supplies,Phone,4146.1,2,0.16,596.32,Consumer,Credit Card
ORD0590,2026-08-13,North,Clothing,Headphones,2026.02,7,0.17,703.78,Corporate,Debit Card
ORD0591,2026-08-14,North,Clothing,Phone,3922.94,3,0.23,784.87,Corporate,UPI
ORD0592,2026-08-15,West,Office Supplies,Phone,4829.49,3,0.04,766.75,Consumer,UPI
ORD0593,2026-08-16,North,Clothing,Headphones,1178.08,2,0.15,564.26,Small Business,Cash
ORD0594,2026-08-17,West,Clothing,Desk,2711.98,4,0.06,457.39,Corporate,Debit Card
ORD0595,2026-08-18,West,Clothing,Laptop,1578.26,8,0.03,-30.08,Corporate,Credit Card
ORD0596,2026-08-19,West,Clothing,Monitor,4005.7,1,0.12,-71.29,Consumer,UPI
ORD0597,2026-08-20,North,Clothing,Chair,2972.45,1,0.05,365.35,Small Business,UPI
ORD0598,2026-08-21,East,Technology,Printer,3246.0,5,0.07,333.76,Consumer,Debit Card
ORD0599,2026-08-22,West,Clothing,Chair,4029.99,5,0.1,404.0,Corporate,Cash
ORD0600,2026-08-23,South,Technology,Chair,2100.66,1,0.08,79.88,Corporate,Cash
ORD0601,2026-08-24,North,Clothing,Notebook,4592.43,6,0.03,859.62,Consumer,Credit Card
ORD0602,2026-08-25,West,Office Supplies,Laptop,2758.54,1,0.03,1014.05,Consumer,Cash
ORD0603,2026-08-26,West,Furniture,Notebook,958.18,5,0.06,1120.33,Small Business,UPI
ORD0604,2026-08-27,South,Technology,Laptop,3540.32,9,0.02,540.07,Small Business,Cash
ORD0605,2026-08-28,East,Clothing,Headphones,4007.65,5,0.19,811.13,Corporate,Credit Card
ORD0606,2026-08-29,East,Office Supplies,Headphones,1720.46,6,0.09,1012.22,Small Business,UPI
ORD0607,2026-08-30,East,Furniture,Monitor,4314.46,8,0.08,443.78,Small Business,Cash
ORD0608,2026-08-31,West,Technology,Laptop,4549.49,1,0.1,302.24,Corporate,Cash
ORD0609,2026-09-01,West,Furniture,Phone,1529.14,2,0.2,1117.74,Corporate,Debit Card
ORD0610,2026-09-02,West,Office Supplies,Desk,4920.9,9,0.26,570.38,Corporate,Credit Card
ORD0611,2026-09-03,North,Technology,Monitor,875.42,3,0.23,546.43,Corporate,Cash
ORD0612,2026-09-04,South,Furniture,Monitor,1169.68,6,0.22,131.94,Consumer,Debit Card
ORD0613,2026-09-05,West,Clothing,Phone,1084.28,5,0.15,40.6,Corporate,UPI
ORD0614,2026-09-06,South,Technology,Desk,4491.15,2,0.21,994.74,Corporate,Debit Card
ORD0615,2026-09-07,South,Furniture,Notebook,3340.6,7,0.17,698.37,Corporate,Debit Card
ORD0616,2026-09-08,East,Office Supplies,Desk,930.1,4,0.06,323.57,Small Business,Cash
ORD0617,2026-09-09,North,Office Supplies,Notebook,2313.55,1,0.06,149.26,Corporate,Cash
ORD0618,2026-09-10,West,Technology,Headphones,3153.43,4,0.09,622.15,Consumer,Cash
ORD0619,2026-09-11,East,Furniture,Chair,600.63,6,0.27,659.1,Consumer,Debit Card
ORD0620,2026-09-12,East,Technology,Headphones,4435.6,7,0.16,169.09,Corporate,UPI
ORD0621,2026-09-13,West,Technology,Headphones,4057.3,7,0.22,1006.83,Consumer,Credit Card
ORD0622,2026-09-14,South,Furniture,Chair,2624.99,7,0.1,9.54,Small Business,Debit Card
ORD0623,2026-09-15,East,Furniture,Desk,4842.21,3,0.12,362.92,Corporate,Cash
ORD0624,2026-09-16,South,Clothing,Monitor,2205.25,6,0.04,784.5,Consumer,Credit Card
ORD0625,2026-09-17,North,Furniture,Desk,4923.73,8,0.05,256.36,Consumer,UPI
ORD0626,2026-09-18,South,Office Supplies,Notebook,3406.02,4,0.25,975.98,Corporate,Credit Card
ORD0627,2026-09-19,North,Technology,Phone,3246.42,8,0.18,861.83,Consumer,Cash
ORD0628,2026-09-20,South,Technology,Notebook,996.58,2,0.1,925.73,Corporate,Debit Card
ORD0629,2026-09-21,East,Office Supplies,Phone,4433.25,9,0.24,54.84,Consumer,Debit Card
ORD0630,2026-09-22,East,Furniture,Headphones,2251.95,9,0.07,82.71,Small Business,Cash
ORD0631,2026-09-23,North,Office Supplies,Chair,978.72,8,0.29,272.42,Consumer,Debit Card
ORD0632,2026-09-24,West,Office Supplies,Headphones,260.52,1,0.1,573.5,Consumer,Cash
ORD0633,2026-09-25,North,Clothing,Laptop,2886.83,2,0.1,872.42,Corporate,Debit Card
ORD0634,2026-09-26,North,Office Supplies,Desk,2731.52,6,0.09,987.49,Consumer,Debit Card
ORD0635,2026-09-27,South,Technology,Phone,3652.9,5,0.04,815.64,Corporate,Debit Card
ORD0636,2026-09-28,South,Office Supplies,Notebook,4473.24,9,0.03,1107.18,Small Business,UPI
ORD0637,2026-09-29,North,Technology,Chair,581.15,5,0.19,860.37,Corporate,UPI
ORD0638,2026-09-30,East,Technology,Phone,3711.18,2,0.26,298.15,Corporate,Cash
ORD0639,2026-10-01,South,Technology,Notebook,1099.58,4,0.24,244.61,Consumer,UPI
ORD0640,2026-10-02,West,Furniture,Desk,4319.25,9,0.04,805.05,Small Business,Cash
ORD0641,2026-10-03,South,Clothing,Headphones,4131.5,1,0.16,150.73,Corporate,Credit Card
ORD0642,2026-10-04,South,Technology,Desk,2795.81,1,0.03,20.53,Consumer,Credit Card
ORD0643,2026-10-05,West,Technology,Printer,3609.17,7,0.01,591.89,Consumer,UPI
ORD0644,2026-10-06,North,Furniture,Laptop,1708.88,3,0.2,968.13,Corporate,Credit Card
ORD0645,2026-10-07,West,Technology,Printer,2461.61,2,0.16,31.79,Consumer,Credit Card
ORD0646,2026-10-08,North,Office Supplies,Chair,4143.86,9,0.02,929.46,Corporate,Debit Card
ORD0647,2026-10-09,North,Office Supplies,Phone,2404.47,3,0.01,955.04,Corporate,Debit Card
ORD0648,2026-10-10,North,Clothing,Chair,1917.43,2,0.3,526.96,Corporate,Cash
ORD0649,2026-10-11,West,Technology,Headphones,2572.22,8,0.01,-25.5,Small Business,Credit Card
ORD0650,2026-10-12,North,Furniture,Notebook,4175.6,6,0.13,126.97,Corporate,Cash
ORD0651,2026-10-13,East,Office Supplies,Desk,1809.0,6,0.15,819.65,Consumer,Cash
ORD0652,2026-10-14,West,Furniture,Printer,1034.06,7,0.04,825.31,Small Business,Credit Card
ORD0653,2026-10-15,East,Furniture,Monitor,3617.67,7,0.05,1067.86,Consumer,UPI
ORD0654,2026-10-16,North,Office Supplies,Printer,4164.7,6,0.11,657.49,Small Business,Credit Card
ORD0655,2026-10-17,South,Furniture,Headphones,683.06,4,0.23,61.34,Small Business,Debit Card
ORD0656,2026-10-18,North,Office Supplies,Printer,1351.4,9,0.15,57.84,Small Business,Credit Card
ORD0657,2026-10-19,East,Furniture,Headphones,881.47,6,0.19,837.47,Small Business,UPI
ORD0658,2026-10-20,East,Office Supplies,Monitor,1870.12,4,0.3,138.92,Consumer,Cash
ORD0659,2026-10-21,West,Technology,Chair,2361.68,3,0.23,326.9,Corporate,Cash
ORD0660,2026-10-22,South,Clothing,Desk,3794.37,4,0.13,533.38,Consumer,Debit Card
ORD0661,2026-10-23,West,Office Supplies,Phone,3325.51,3,0.13,-67.81,Corporate,Debit Card
ORD0662,2026-10-24,East,Office Supplies,Notebook,3180.46,2,0.19,223.46,Consumer,Debit Card
ORD0663,2026-10-25,North,Clothing,Phone,1891.4,5,0.2,430.26,Small Business,Cash
ORD0664,2026-10-26,South,Office Supplies,Chair,4238.95,2,0.15,263.53,Small Business,Debit Card
ORD0665,2026-10-27,North,Office Supplies,Notebook,2462.18,6,0.19,77.28,Corporate,Credit Card
ORD0666,2026-10-28,North,Furniture,Printer,4899.7,3,0.01,846.42,Corporate,Cash
ORD0667,2026-10-29,South,Clothing,Monitor,3243.88,6,0.13,957.09,Consumer,UPI
ORD0668,2026-10-30,West,Technology,Monitor,806.07,9,0.08,234.72,Corporate,Cash
ORD0669,2026-10-31,North,Office Supplies,Laptop,3445.65,1,0.04,906.75,Consumer,Credit Card
ORD0670,2026-11-01,East,Clothing,Chair,1760.5,6,0.03,401.22,Corporate,Credit Card
ORD0671,2026-11-02,North,Furniture,Chair,3494.37,9,0.18,558.69,Corporate,Debit Card
ORD0672,2026-11-03,South,Technology,Desk,534.28,4,0.16,1012.8,Corporate,Cash
ORD0673,2026-11-04,South,Clothing,Phone,1039.43,2,0.08,874.94,Small Business,Cash
ORD0674,2026-11-05,South,Technology,Chair,4307.54,4,0.14,946.65,Small Business,Cash
ORD0675,2026-11-06,West,Technology,Chair,1290.46,1,0.15,77.9,Consumer,UPI
ORD0676,2026-11-07,North,Technology,Printer,4217.8,3,0.06,-9.36,Corporate,Debit Card
ORD0677,2026-11-08,West,Office Supplies,Printer,1540.53,9,0.2,1061.43,Consumer,Credit Card
ORD0678,2026-11-09,West,Office Supplies,Notebook,3285.83,5,0.23,404.18,Corporate,Credit Card
ORD0679,2026-11-10,South,Furniture,Headphones,3531.92,6,0.24,274.24,Small Business,Debit Card
ORD0680,2026-11-11,South,Furniture,Headphones,2660.74,3,0.18,842.11,Small Business,Credit Card
ORD0681,2026-11-12,West,Clothing,Laptop,1665.49,5,0.15,987.34,Corporate,Credit Card
ORD0682,2026-11-13,North,Furniture,Headphones,1220.69,8,0.02,1021.24,Corporate,Debit Card
ORD0683,2026-11-14,East,Technology,Desk,359.31,6,0.09,310.8,Small Business,Credit Card
ORD0684,2026-11-15,West,Technology,Laptop,1658.94,4,0.03,1007.88,Small Business,Cash
ORD0685,2026-11-16,North,Office Supplies,Notebook,3335.18,2,0.29,-46.79,Consumer,UPI
ORD0686,2026-11-17,South,Technology,Printer,4703.86,9,0.04,-35.44,Small Business,Debit Card
ORD0687,2026-11-18,South,Clothing,Headphones,4381.78,1,0.05,710.57,Corporate,UPI
ORD0688,2026-11-19,North,Technology,Phone,3877.11,1,0.27,-17.96,Consumer,Credit Card
ORD0689,2026-11-20,East,Technology,Printer,3984.55,4,0.28,321.99,Corporate,Credit Card
ORD0690,2026-11-21,South,Clothing,Monitor,3391.93,7,0.23,774.58,Consumer,Cash
ORD0691,2026-11-22,South,Furniture,Desk,1449.38,1,0.0,338.45,Corporate,Debit Card
ORD0692,2026-11-23,South,Furniture,Printer,4554.54,9,0.0,133.48,Small Business,Credit Card
ORD0693,2026-11-24,North,Clothing,Desk,3419.52,4,0.11,265.76,Corporate,Debit Card
ORD0694,2026-11-25,West,Office Supplies,Desk,2890.12,3,0.04,494.85,Consumer,Debit Card
ORD0695,2026-11-26,South,Technology,Desk,732.75,1,0.01,518.0,Corporate,Debit Card
ORD0696,2026-11-27,West,Clothing,Notebook,2345.87,4,0.14,917.9,Consumer,Debit Card
ORD0697,2026-11-28,East,Technology,Desk,2409.72,9,0.28,875.2,Corporate,Debit Card
ORD0698,2026-11-29,South,Office Supplies,Desk,4349.91,6,0.1,493.86,Small Business,UPI
ORD0699,2026-11-30,South,Technology,Monitor,2823.91,6,0.2,999.37,Small Business,Cash
ORD0700,2026-12-01,East,Clothing,Phone,2025.92,1,0.2,48.51,Corporate,Debit Card
ORD0701,2026-12-02,South,Technology,Laptop,4888.64,2,0.08,231.96,Corporate,UPI
ORD0702,2026-12-03,West,Furniture,Chair,731.46,6,0.2,976.37,Corporate,Credit Card
ORD0703,2026-12-04,North,Office Supplies,Monitor,2228.23,2,0.06,391.39,Consumer,Debit Card
ORD0704,2026-12-05,West,Office Supplies,Laptop,401.72,3,0.04,1175.54,Corporate,Credit Card
ORD0705,2026-12-06,North,Office Supplies,Desk,3751.54,4,0.21,506.13,Corporate,Debit Card
ORD0706,2026-12-07,North,Clothing,Phone,4606.77,5,0.03,929.52,Consumer,UPI
ORD0707,2026-12-08,West,Office Supplies,Printer,1544.18,9,0.3,423.0,Small Business,UPI
ORD0708,2026-12-09,West,Furniture,Phone,4320.04,4,0.06,452.44,Corporate,UPI
ORD0709,2026-12-10,West,Clothing,Monitor,1602.65,9,0.18,397.75,Corporate,Cash
ORD0710,2026-12-11,West,Furniture,Desk,4571.7,3,0.12,834.8,Small Business,Credit Card
ORD0711,2026-12-12,East,Technology,Phone,3819.02,8,0.04,611.77,Small Business,Cash
ORD0712,2026-12-13,South,Technology,Headphones,4063.55,1,0.01,1126.91,Consumer,Debit Card
ORD0713,2026-12-14,North,Technology,Phone,286.43,9,0.19,226.16,Corporate,Credit Card
ORD0714,2026-12-15,West,Technology,Desk,4821.49,9,0.24,30.73,Corporate,UPI
ORD0715,2026-12-16,West,Furniture,Notebook,3688.02,2,0.25,411.24,Consumer,Credit Card
ORD0716,2026-12-17,West,Clothing,Headphones,1662.81,4,0.14,701.73,Small Business,UPI
ORD0717,2026-12-18,East,Clothing,Phone,4181.09,8,0.23,1019.04,Consumer,Cash
ORD0718,2026-12-19,West,Office Supplies,Chair,1551.3,7,0.2,350.06,Small Business,Cash
ORD0719,2026-12-20,West,Furniture,Chair,4389.22,1,0.22,749.92,Consumer,UPI
ORD0720,2026-12-21,West,Technology,Phone,740.39,5,0.15,355.26,Small Business,UPI
ORD0721,2026-12-22,South,Furniture,Notebook,3577.69,7,0.19,702.39,Consumer,Debit Card
ORD0722,2026-12-23,East,Office Supplies,Printer,2795.35,4,0.24,1050.25,Small Business,Cash
ORD0723,2026-12-24,West,Office Supplies,Desk,663.37,1,0.12,200.76,Small Business,Cash
ORD0724,2026-12-25,North,Furniture,Chair,1361.09,9,0.24,425.51,Small Business,Debit Card
ORD0725,2026-12-26,North,Furniture,Printer,259.54,5,0.18,1191.24,Small Business,Cash
ORD0726,2026-12-27,North,Furniture,Phone,2450.09,2,0.05,1029.12,Small Business,UPI
ORD0727,2026-12-28,East,Clothing,Monitor,1646.07,8,0.01,634.03,Corporate,Credit Card
ORD0728,2026-12-29,East,Technology,Printer,3072.12,2,0.11,571.62,Small Business,Credit Card
ORD0729,2026-12-30,North,Furniture,Headphones,1626.74,3,0.16,269.98,Corporate,Cash
ORD0730,2026-12-31,West,Furniture,Laptop,1639.61,1,0.25,572.37,Small Business,Debit Card
ORD0731,2027-01-01,East,Furniture,Chair,3767.33,2,0.04,1002.64,Corporate,UPI
ORD0732,2027-01-02,North,Office Supplies,Phone,431.09,7,0.24,790.73,Corporate,Credit Card
ORD0733,2027-01-03,North,Office Supplies,Monitor,4533.9,2,0.26,277.06,Consumer,UPI
ORD0734,2027-01-04,West,Clothing,Desk,4290.87,6,0.05,161.9,Small Business,Cash
ORD0735,2027-01-05,South,Technology,Monitor,3405.46,3,0.26,244.77,Consumer,Cash
ORD0736,2027-01-06,East,Clothing,Notebook,3047.46,4,0.3,120.69,Consumer,Credit Card
ORD0737,2027-01-07,West,Technology,Headphones,4483.05,8,0.22,24.33,Small Business,Cash
ORD0738,2027-01-08,North,Office Supplies,Phone,1089.58,3,0.24,444.88,Consumer,Debit Card
ORD0739,2027-01-09,North,Office Supplies,Desk,579.05,6,0.3,47.29,Small Business,Cash
ORD0740,2027-01-10,West,Office Supplies,Notebook,1349.65,1,0.18,123.49,Consumer,Cash
ORD0741,2027-01-11,East,Clothing,Notebook,4013.98,7,0.09,611.52,Small Business,Cash
ORD0742,2027-01-12,South,Furniture,Phone,366.42,8,0.25,113.98,Small Business,UPI
ORD0743,2027-01-13,South,Furniture,Headphones,2997.47,8,0.18,-16.96,Small Business,UPI
ORD0744,2027-01-14,North,Office Supplies,Printer,4978.1,3,0.17,312.61,Corporate,Credit Card
ORD0745,2027-01-15,East,Furniture,Printer,4307.34,1,0.08,186.41,Consumer,Credit Card
ORD0746,2027-01-16,South,Furniture,Notebook,2702.94,9,0.23,569.9,Corporate,Credit Card
ORD0747,2027-01-17,East,Clothing,Printer,505.48,6,0.02,33.08,Consumer,Cash
ORD0748,2027-01-18,East,Technology,Laptop,4190.59,9,0.28,877.3,Consumer,UPI
ORD0749,2027-01-19,North,Office Supplies,Notebook,3075.1,7,0.1,1078.1,Consumer,Debit Card
ORD0750,2027-01-20,South,Office Supplies,Notebook,751.68,1,0.04,866.47,Corporate,Cash
ORD0751,2027-01-21,West,Clothing,Desk,650.51,1,0.13,592.68,Consumer,Cash
ORD0752,2027-01-22,North,Clothing,Printer,4566.21,6,0.01,1018.87,Corporate,Cash
ORD0753,2027-01-23,South,Furniture,Headphones,3412.16,5,0.21,803.39,Small Business,Debit Card
ORD0754,2027-01-24,South,Office Supplies,Notebook,4180.58,9,0.27,-86.28,Consumer,Credit Card
ORD0755,2027-01-25,South,Technology,Monitor,4419.1,2,0.25,412.32,Consumer,Debit Card
ORD0756,2027-01-26,South,Clothing,Headphones,2944.51,8,0.04,1006.24,Small Business,Credit Card
ORD0757,2027-01-27,South,Technology,Laptop,2683.74,5,0.04,349.62,Small Business,Debit Card
ORD0758,2027-01-28,East,Technology,Desk,2266.05,2,0.24,-54.22,Consumer,UPI
ORD0759,2027-01-29,North,Office Supplies,Phone,1721.34,6,0.28,870.03,Small Business,Cash
ORD0760,2027-01-30,East,Office Supplies,Headphones,2286.06,8,0.14,942.65,Corporate,Cash
ORD0761,2027-01-31,West,Clothing,Notebook,3914.62,4,0.15,108.77,Corporate,Cash
ORD0762,2027-02-01,South,Office Supplies,Laptop,3089.23,2,0.1,598.54,Consumer,Credit Card
ORD0763,2027-02-02,North,Office Supplies,Chair,4484.11,5,0.27,149.54,Corporate,Debit Card
ORD0764,2027-02-03,South,Office Supplies,Laptop,2328.22,2,0.19,835.0,Corporate,UPI
ORD0765,2027-02-04,North,Technology,Laptop,3114.03,2,0.09,253.02,Consumer,Debit Card
ORD0766,2027-02-05,East,Clothing,Desk,3230.28,6,0.09,311.08,Small Business,Cash
ORD0767,2027-02-06,North,Furniture,Phone,3040.15,9,0.27,998.46,Consumer,UPI
ORD0768,2027-02-07,West,Technology,Chair,3572.64,4,0.0,519.22,Corporate,UPI
ORD0769,2027-02-08,West,Office Supplies,Printer,1339.68,6,0.1,770.68,Consumer,Cash
ORD0770,2027-02-09,North,Technology,Printer,2659.35,7,0.17,423.08,Consumer,Debit Card
ORD0771,2027-02-10,North,Office Supplies,Headphones,700.28,6,0.04,287.41,Corporate,Cash
ORD0772,2027-02-11,North,Office Supplies,Laptop,2045.65,8,0.03,713.12,Corporate,Debit Card
ORD0773,2027-02-12,North,Technology,Monitor,2540.8,4,0.24,101.31,Consumer,UPI
ORD0774,2027-02-13,West,Clothing,Desk,3330.68,1,0.27,384.9,Corporate,UPI
ORD0775,2027-02-14,South,Office Supplies,Monitor,4762.55,7,0.25,171.75,Corporate,Cash
ORD0776,2027-02-15,North,Clothing,Desk,3083.13,3,0.27,804.53,Corporate,UPI
ORD0777,2027-02-16,North,Furniture,Printer,3769.25,6,0.17,1127.47,Corporate,Credit Card
ORD0778,2027-02-17,West,Office Supplies,Headphones,2630.08,2,0.24,1194.16,Corporate,UPI
ORD0779,2027-02-18,West,Clothing,Headphones,3243.7,9,0.12,485.36,Corporate,Credit Card
ORD0780,2027-02-19,East,Clothing,Headphones,540.47,1,0.2,228.29,Small Business,UPI
ORD0781,2027-02-20,North,Furniture,Chair,1421.08,6,0.3,475.68,Consumer,Cash
ORD0782,2027-02-21,East,Clothing,Phone,1936.89,6,0.07,1001.45,Corporate,Cash
ORD0783,2027-02-22,West,Clothing,Chair,2467.97,5,0.12,167.81,Consumer,Credit Card
ORD0784,2027-02-23,West,Furniture,Notebook,419.11,5,0.14,1137.72,Small Business,Cash
ORD0785,2027-02-24,South,Office Supplies,Notebook,872.12,1,0.04,344.43,Corporate,UPI
ORD0786,2027-02-25,North,Clothing,Monitor,1528.71,5,0.02,1181.54,Consumer,UPI
ORD0787,2027-02-26,East,Clothing,Phone,4863.36,2,0.25,990.19,Corporate,Cash
ORD0788,2027-02-27,West,Clothing,Printer,1790.47,7,0.29,951.14,Corporate,UPI
ORD0789,2027-02-28,West,Technology,Phone,2513.8,3,0.12,313.28,Corporate,Debit Card
ORD0790,2027-03-01,East,Furniture,Desk,1141.27,4,0.03,-88.59,Corporate,Debit Card
ORD0791,2027-03-02,South,Technology,Notebook,3131.74,3,0.02,396.77,Corporate,UPI
ORD0792,2027-03-03,West,Furniture,Laptop,1547.28,3,0.27,292.35,Corporate,Cash
ORD0793,2027-03-04,North,Office Supplies,Laptop,1193.56,4,0.14,-51.38,Corporate,Credit Card
ORD0794,2027-03-05,West,Office Supplies,Printer,2679.55,5,0.1,556.97,Small Business,Cash
ORD0795,2027-03-06,North,Clothing,Desk,226.43,1,0.14,423.94,Small Business,Credit Card
ORD0796,2027-03-07,East,Furniture,Monitor,236.79,4,0.1,724.92,Corporate,Cash
ORD0797,2027-03-08,North,Office Supplies,Chair,1251.53,8,0.15,707.54,Corporate,UPI
ORD0798,2027-03-09,East,Furniture,Desk,376.26,7,0.26,56.97,Small Business,Debit Card
ORD0799,2027-03-10,North,Office Supplies,Laptop,718.52,9,0.18,1170.06,Small Business,Cash
ORD0800,2027-03-11,East,Technology,Laptop,1826.53,5,0.21,143.01,Small Business,Credit Card
ORD0801,2027-03-12,North,Office Supplies,Monitor,4052.41,4,0.11,478.86,Corporate,Debit Card
ORD0802,2027-03-13,South,Technology,Notebook,2945.83,8,0.22,534.55,Consumer,Credit Card
ORD0803,2027-03-14,North,Office Supplies,Desk,2660.81,9,0.2,956.98,Consumer,UPI
ORD0804,2027-03-15,North,Clothing,Desk,1608.75,7,0.04,29.0,Consumer,Debit Card
ORD0805,2027-03-16,South,Technology,Laptop,4672.42,7,0.17,457.24,Consumer,Credit Card
ORD0806,2027-03-17,West,Office Supplies,Chair,2105.67,5,0.08,717.05,Corporate,Cash
ORD0807,2027-03-18,West,Clothing,Printer,618.05,4,0.24,179.7,Consumer,UPI
ORD0808,2027-03-19,North,Technology,Headphones,3161.92,1,0.13,715.71,Small Business,UPI
ORD0809,2027-03-20,South,Clothing,Printer,746.42,7,0.3,1100.76,Small Business,UPI
ORD0810,2027-03-21,North,Furniture,Desk,1857.07,1,0.03,1196.77,Consumer,Cash
ORD0811,2027-03-22,East,Furniture,Printer,2635.58,1,0.23,-57.81,Small Business,Cash
ORD0812,2027-03-23,East,Technology,Laptop,4396.27,5,0.2,206.26,Corporate,Debit Card
ORD0813,2027-03-24,North,Office Supplies,Laptop,2569.02,9,0.23,303.4,Consumer,Cash
ORD0814,2027-03-25,West,Technology,Monitor,3570.84,6,0.09,418.86,Consumer,Debit Card
ORD0815,2027-03-26,West,Clothing,Desk,4965.52,3,0.15,214.93,Corporate,UPI
ORD0816,2027-03-27,North,Office Supplies,Monitor,831.15,3,0.24,164.53,Small Business,Debit Card
ORD0817,2027-03-28,North,Furniture,Desk,1518.71,7,0.07,1140.92,Corporate,Credit Card
ORD0818,2027-03-29,East,Office Supplies,Headphones,2093.97,6,0.07,1094.08,Corporate,UPI
ORD0819,2027-03-30,West,Furniture,Headphones,2224.78,9,0.17,-38.91,Small Business,UPI
ORD0820,2027-03-31,North,Office Supplies,Notebook,2172.9,6,0.16,340.46,Corporate,Debit Card
ORD0821,2027-04-01,East,Office Supplies,Desk,4556.53,5,0.08,426.69,Small Business,UPI
ORD0822,2027-04-02,West,Office Supplies,Chair,3627.36,7,0.09,210.72,Small Business,Cash
ORD0823,2027-04-03,South,Clothing,Printer,3117.95,1,0.08,717.53,Corporate,Credit Card
ORD0824,2027-04-04,East,Clothing,Desk,1684.99,7,0.23,732.49,Small Business,Debit Card
ORD0825,2027-04-05,West,Technology,Phone,4154.19,3,0.2,1005.66,Corporate,Debit Card
ORD0826,2027-04-06,West,Technology,Notebook,4784.29,9,0.25,863.13,Small Business,UPI
ORD0827,2027-04-07,East,Furniture,Phone,4141.75,6,0.29,605.35,Consumer,Cash
ORD0828,2027-04-08,South,Clothing,Laptop,207.51,9,0.14,749.66,Small Business,UPI
ORD0829,2027-04-09,East,Furniture,Headphones,3254.73,5,0.02,256.19,Small Business,UPI
ORD0830,2027-04-10,West,Technology,Printer,445.45,7,0.01,670.97,Corporate,Debit Card
ORD0831,2027-04-11,North,Furniture,Desk,1436.51,4,0.09,536.0,Small Business,UPI
ORD0832,2027-04-12,North,Technology,Phone,485.72,7,0.28,73.35,Consumer,Credit Card
ORD0833,2027-04-13,East,Clothing,Printer,3098.22,1,0.16,215.31,Consumer,UPI
ORD0834,2027-04-14,West,Office Supplies,Laptop,3495.63,7,0.08,279.2,Small Business,UPI
ORD0835,2027-04-15,North,Clothing,Headphones,749.54,8,0.12,1101.6,Small Business,Debit Card
ORD0836,2027-04-16,West,Furniture,Chair,2042.43,5,0.18,199.5,Consumer,UPI
ORD0837,2027-04-17,East,Furniture,Notebook,2389.94,2,0.2,276.02,Corporate,Cash
ORD0838,2027-04-18,North,Clothing,Printer,1971.45,5,0.05,380.16,Consumer,Debit Card
